CustomerID,Recency,Frequency,Monetary,LastPurchase,Cluster
13021,5,9,2616.38,2011-12-05 16:37:00,0
13023,65,2,689.9,2011-10-06 16:27:00,1
13026,2,5,975.36,2011-12-08 16:58:00,0
13027,114,6,6912.0,2011-08-18 09:39:00,0
13028,23,2,661.3199999999999,2011-11-17 11:10:00,1
13029,31,3,1247.5,2011-11-09 09:13:00,0
13030,12,2,752.4399999999999,2011-11-28 14:30:00,0
13032,53,2,1010.18,2011-10-18 15:54:00,1
13033,358,1,190.55,2010-12-17 14:23:00,1
13034,55,2,642.77,2011-10-16 12:21:00,1
13035,74,2,921.88,2011-09-27 08:57:00,1
13037,139,3,881.07,2011-07-24 15:46:00,1
13038,81,3,908.46,2011-09-20 14:37:00,1
13040,9,2,676.99,2011-12-01 10:38:00,0
13043,274,1,516.42,2011-03-11 14:52:00,1
13044,292,1,560.47,2011-02-21 15:20:00,1
13045,100,1,305.28000000000003,2011-09-01 15:04:00,1
13046,31,2,629.31,2011-11-09 08:36:00,1
13047,32,10,3237.54,2011-11-08 12:06:00,0
13048,15,4,1819.41,2011-11-25 13:23:00,0
13049,65,2,656.6800000000001,2011-10-06 15:31:00,1
13050,15,17,5836.86,2011-11-25 09:18:00,0
13052,213,1,348.15000000000003,2011-05-11 14:12:00,1
13055,79,3,1214.41,2011-09-22 14:26:00,1
13058,25,3,271.40000000000003,2011-11-15 12:43:00,1
13059,250,1,183.4,2011-04-04 10:40:00,1
13060,254,1,307.53,2011-03-31 11:37:00,1
13061,73,1,248.61,2011-09-28 16:04:00,1
13062,192,1,346.98,2011-06-01 15:12:00,1
13064,13,4,1105.59,2011-11-27 12:31:00,0
13065,374,1,205.86,2010-12-01 16:52:00,1
13066,25,2,470.8,2011-11-15 12:57:00,1
13067,83,1,115.46000000000001,2011-09-18 13:38:00,1
13068,11,2,344.0,2011-11-29 15:00:00,1
13069,1,24,4431.44,2011-12-09 08:39:00,0
13070,193,1,228.8,2011-05-31 13:45:00,1
13072,267,1,177.15,2011-03-18 08:12:00,1
13075,130,1,919.61,2011-08-02 10:19:00,1
13077,2,4,728.02,2011-12-08 19:24:00,0
13078,4,26,12627.94,2011-12-06 15:36:00,0
13079,5,5,220.10000000000002,2011-12-05 16:53:00,0
13080,180,1,58.08,2011-06-13 14:59:00,1
13081,12,11,28337.38,2011-11-28 10:54:00,0
13082,127,9,3613.63,2011-08-05 16:16:00,0
13083,5,2,303.75,2011-12-05 15:01:00,1
13085,158,2,416.08000000000004,2011-07-05 12:11:00,1
13089,3,97,58762.08,2011-12-07 09:02:00,0
13090,9,14,8910.82,2011-12-01 12:39:00,0
13091,29,1,345.82,2011-11-11 15:54:00,1
13092,71,5,477.83,2011-09-30 11:18:00,1
13093,276,8,7832.47,2011-03-09 12:14:00,0
13094,22,12,1927.3200000000002,2011-11-18 14:07:00,0
13095,71,1,74.39999999999999,2011-09-30 12:03:00,1
13097,33,10,6003.22,2011-11-07 10:43:00,0
13098,2,28,28882.44,2011-12-08 14:14:00,0
13099,100,1,207.35999999999999,2011-09-01 17:40:00,1
13101,235,1,101.19,2011-04-19 14:37:00,1
13102,2,24,6424.09,2011-12-08 12:52:00,0
13103,40,1,243.94,2011-10-31 09:38:00,1
13104,4,6,1098.48,2011-12-06 13:10:00,0
13106,134,1,76.5,2011-07-29 15:12:00,1
13107,45,4,16ãmyÚÚ$z{-®éÜj×lower() == ".csv" else pd.read_parquet(path)
    else:
        raise ValueError("Supported dataset formats: .xlsx, .xls, .csv, .parquet")

    frame.columns = [str(c).strip() for c in frame.columns]
    missing = REQUIRED_COLUMNS.difference(frame.columns)
    if missing:
        raise ValueError(f"Missing required columns: {sorted(missing)}")
    frame["InvoiceDate"] = pd.to_datetime(frame["InvoiceDate"], errors="coerce")
    frame["CustomerID"] = pd.to_numeric(frame["CustomerID"], errors="coerce").astype("Int64")
    frame["InvoiceNo"] = frame["InvoiceNo"].astype("string").str.strip()
    frame["Quantity"] = pd.to_numeric(frame["Quantity"], errors="coerce")
    frame["UnitPrice"] = pd.to_numeric(frame["UnitPrice"], errors="coerce")
    return frame


def clean_transactions(frame: pd.DataFrame) -> pd.DataFrame:
    """Remove unusable IDs, returns/cancellations, and non-positive sales."""
    data = frame.copy()
    before = len(data)
    audit = {"raw_rows": before}
    data = data.dropna(subset=["CustomerID", "InvoiceDate", "InvoiceNo", "Quantity", "UnitPrice"])
    data = data[data["InvoiceNo"].astype("string").str.strip().ne("")]
    audit["missing_required_or_blank_invoice"] = before - len(data)
    previous = len(data)
    data = data[~data["InvoiceNo"].str.upper().str.startswith("C")]
    audit["cancelled_rows"] = previous - len(data)
    previous = len(data)
    data = data[(data["Quantity"] > 0) & (data["UnitPrice"] > 0)]
    data = data[np.isfinite(data["Quantity"]) & np.isfinite(data["UnitPrice"])]
    audit["invalid_or_nonpositive_sales"] = previous - len(data)
    previous = len(data)
    # Remove only exact full-row duplicates when product identity is available.
    # Without StockCode, identical sales may be different legitimate products.
    if "StockCode" in data:
        data = data.drop_duplicates()
    audit["exact_duplicate_rows"] = previous - len(data)
    data["SalesAmount"] = data["Quantity"] * data["UnitPrice"]
    if not np.isfinite(data["SalesAmount"]).all():
        raise ValueError("Non-finite sales amounts")
    audit["retained_rows"] = len(data)
    data.attrs["quality_report"] = audit
    data.attrs["rows_removed"] = before - len(data)
    return data
